Date,Name,Year,Letterboxd URI,Rating
2017-10-20,The Club of the Misunderstood,2014,https://boxd.it/7Kie,3
2017-10-20,Scare Campaign,2016,https://boxd.it/cPY0,2.5
2017-10-21,Detention,2011,https://boxd.it/2cHk,5
2017-10-21,Rough Night,2017,https://boxd.it/dV0W,3
2017-10-21,Love Is All You Need?,2011,https://boxd.it/7dYw,3
2017-10-22,Child's Play,1988,https://boxd.it/1VTo,2.5
2017-10-22,Child's Play 2,1990,https://boxd.it/1Uqq,4.5
2017-10-22,Why Does God Hate Me?,2011,https://boxd.it/fO9G,3.5
2017-10-23,Time Lapse,2014,https://boxd.it/8hCQ,3.5
2017-10-24,Sister Cities,2016,https://boxd.it/bHFM,3
2017-10-24,Super 8,2011,https://boxd.it/dVI,4
2017-10-25,Not Your Girls,2017,https://boxd.it/hl0a,3
2017-10-25,Ingrid Goes West,2017,https://boxd.it/evUQ,5
2017-10-25,Atomic Blonde,2017,https://boxd.it/blDk,1
2017-10-25,Obvious Child,2014,https://boxd.it/7i3A,5
2017-10-26,Home Again,2017,https://boxd.it/f9QE,4
2017-10-26,Life Partners,2014,https://boxd.it/7HvO,3.5
2017-10-27,Into the Forest,2015,https://boxd.it/b2KG,2
2017-10-27,Coraline,2009,https://boxd.it/1NhQ,5
2017-10-27,Landline,2017,https://boxd.it/eOYM,3
2017-10-28,Take Me,2017,https://boxd.it/f5FC,1
2017-10-31,Miss Stevens,2016,https://boxd.it/bBq2,4
2017-11-01,Stoker,2013,https://boxd.it/34S2,5
2017-11-02,What If,2013,https://boxd.it/6ljk,3
2017-11-02,A Comédia Divina,2017,https://boxd.it/evXU,1.5
2017-11-03,28 Weeks Later,2007,https://boxd.it/28Bi,3
2017-11-03,28 Days Later,2002,https://boxd.it/2aXU,2.5
2017-11-03,To the Bone,2017,https://boxd.it/e5AK,3.5
2017-11-03,Viral,2016,https://boxd.it/b9m2,4
2017-11-03,Mothers and Daughters,2016,https://boxd.it/3GMm,0.5
2017-11-03,Frances Ha,2012,https://boxd.it/41Xg,5
2017-11-03,Child's Play 3,1991,https://boxd.it/1Uqg,3.5
2017-11-04,Zuzu Angel,2006,https://boxd.it/2mxE,4
2017-11-04,Phoenix Forgotten,2017,https://boxd.it/fM1q,3
2017-11-04,I Believe in Unicorns,2014,https://boxd.it/7qGA,3
2017-11-05,Remember Sunday,2013,https://boxd.it/5HOW,3
2017-11-05,Girls Trip,2017,https://boxd.it/eL4G,4.5
2017-11-05,"For a Good Time, Call...",2012,https://boxd.it/2XLI,4.5
2017-11-07,The Year My Parents Went on Vacation,2006,https://boxd.it/1O8A,4
2017-11-07,Tucker: The Man and His Dream,1988,https://boxd.it/1q4u,2.5
2017-11-07,Sleeping with Other People,2015,https://boxd.it/8WPm,3.5
2017-11-08,Hour of the Star,1985,https://boxd.it/XUQ,3.5
2017-11-08,Nightcrawler,2014,https://boxd.it/780m,4.5
2017-11-09,Deidra & Laney Rob a Train,2017,https://boxd.it/fbDM,4
2017-11-09,Brainstorm,2000,https://boxd.it/vlo,3
2017-11-09,Now You See Me 2,2016,https://boxd.it/99fw,3
2017-11-09,Jeepers Creepers 3,2017,https://boxd.it/s3Q,0.5
2017-11-09,The Meddler,2015,https://boxd.it/bb40,5
2017-11-10,Table 19,2017,https://boxd.it/bUlK,3
2017-11-10,Brooklyn,2015,https://boxd.it/5bdk,4
2017-11-11,Kristy,2014,https://boxd.it/4E58,3
2017-11-11,Mulholland Drive,2001,https://boxd.it/297o,5
2017-11-12,Come Swim,2017,https://boxd.it/ftyA,3.5
2017-11-12,The Fallen Member,2012,https://boxd.it/fTCS,2
2017-11-14,Bingo: The King of the Mornings,2017,https://boxd.it/fcGs,4
2017-11-14,D.P.A. Detetives do Prédio Azul - O Filme,2017,https://boxd.it/dEKo,2.5
2017-11-15,Good Time,2017,https://boxd.it/fcFu,4.5
2017-11-17,Saw,2003,https://boxd.it/7eiG,2
2017-11-17,Saw,2004,https://boxd.it/2aWW,3.5
2017-11-17,Saw II,2005,https://boxd.it/2aRs,4
2017-11-17,Highball,1997,https://boxd.it/S4A,0.5
2017-11-18,Pom Poko,1994,https://boxd.it/1Mvi,4
2017-11-18,The Cat Returns,2002,https://boxd.it/1Mne,4.5
2017-11-21,Rings,2005,https://boxd.it/3dNA,4
2017-11-22,Around You,2016,https://boxd.it/hzz4,5
2017-11-25,Drive,2011,https://boxd.it/IG,1
2017-11-25,The Out List,2013,https://boxd.it/6lz8,2.5
2017-11-26,Tanner Hall,2009,https://boxd.it/2pSK,2
2017-11-29,Maps to the Stars,2014,https://boxd.it/4WCu,3.5
2017-12-02,Napoleon Dynamite,2004,https://boxd.it/20wu,0.5
2017-12-03,Wonder,2017,https://boxd.it/ekeY,4
2017-12-04,Bad Moms,2016,https://boxd.it/d5nk,2.5
2017-12-10,Bride of Chucky,1998,https://boxd.it/1SJU,2
2017-12-10,Seed of Chucky,2004,https://boxd.it/1UgA,4
2017-12-13,Snake Bite,2016,https://boxd.it/eORm,3.5
2017-12-14,"Yes, God, Yes",2017,https://boxd.it/eTYM,3
2017-12-14,Larry,2017,https://boxd.it/hIb6,2
2017-12-14,Past the Second Stage,2016,https://boxd.it/hKlW,1
2017-12-15,The Killing of a Sacred Deer,2017,https://boxd.it/dZ5G,4
2017-12-16,Untangle,2011,https://boxd.it/2ubc,5
2017-12-19,Love & Friendship,2016,https://boxd.it/9nM0,3.5
2017-12-20,The Bar,2017,https://boxd.it/eRT6,2.5
2017-12-23,What We Do in the Shadows,2014,https://boxd.it/7eQy,3
2017-12-23,Palindrome,2001,https://boxd.it/vcc,2
2017-12-23,The Den,2013,https://boxd.it/7bvW,2.5
2017-12-25,Night of the Comet,1984,https://boxd.it/1GUw,3
2017-12-26,Lady Bird,2017,https://boxd.it/dGNE,5
2017-12-27,"I, Tonya",2017,https://boxd.it/dzR0,3
2017-12-28,Califórnia,2015,https://boxd.it/cnBi,3
2017-12-29,Hounds of Love,2016,https://boxd.it/enoi,1
2017-12-30,Wish Upon,2017,https://boxd.it/fF6o,3.5
2017-12-31,Jumanji: Welcome to the Jungle,2017,https://boxd.it/bUeE,3
2018-01-03,The Miniaturist,2017,https://boxd.it/tqfS,3
2018-01-03,The Stanford Prison Experiment,2015,https://boxd.it/9QQK,3
2018-01-04,3 Generations,2015,https://boxd.it/9yzc,2.5
2018-01-04,mother!,2017,https://boxd.it/dgRU,1
2018-01-05,Coco,2017,https://boxd.it/bYJQ,4
2018-01-06,Super Dark Times,2017,https://boxd.it/dTle,3
2018-01-06,Ass Backwards,2013,https://boxd.it/4Yry,2.5
2018-01-06,Every Day,2010,https://boxd.it/Qp2,2.5
2018-01-11,Geostorm,2017,https://boxd.it/8lC6,1
2018-01-12,Friends Don't Let Friends,2017,https://boxd.it/hxCA,0.5
2018-01-12,American Psycho,2000,https://boxd.it/28Vs,3
2018-01-13,6 Years,2015,https://boxd.it/awpm,1.5
2018-01-15,Night Owls,2015,https://boxd.it/axlU,1.5
2018-01-16,Mr. Roosevelt,2017,https://boxd.it/f1hc,2.5
2018-01-22,"The Death, Dad & Son",2017,https://boxd.it/hXuM,4
2018-01-22,The Stroke,2018,https://boxd.it/hXv6,3.5
2018-01-24,The Open House,2018,https://boxd.it/htmy,1.5
2018-01-25,Dead Silence,2007,https://boxd.it/1OWK,3
2018-01-26,Call Me by Your Name,2017,https://boxd.it/dYmm,3.5
2018-01-29,The Summer Movie,2017,https://boxd.it/fMzW,2
2018-01-30,Bokeh,2017,https://boxd.it/8SV6,3.5
2018-02-01,Maniac,2012,https://boxd.it/3wzs,2
2018-02-05,The Oranges,2011,https://boxd.it/39gC,2.5
2018-02-05,Casting JonBenet,2017,https://boxd.it/fgXM,3.5
2018-02-07,Ghost Rider,2007,https://boxd.it/290M,1
2018-02-15,Afternoon Delight,2013,https://boxd.it/4V3o,1.5
2018-02-15,Please Love Me Forever,2016,https://boxd.it/hXxm,4
2018-02-16,10 Cloverfield Lane,2016,https://boxd.it/aZiu,5
2018-02-16,The Cloverfield Paradox,2018,https://boxd.it/doVA,4
2018-02-16,Tragedy Girls,2017,https://boxd.it/eB7K,5
2018-02-17,"Three Billboards Outside Ebbing, Missouri",2017,https://boxd.it/ceBS,1.5
2018-02-17,Dunkirk,2017,https://boxd.it/d0Y6,2
2018-02-17,Posthumous,2014,https://boxd.it/9nvy,3
2018-02-17,Garfunkel and Oates: Trying to be Special,2016,https://boxd.it/dO6I,5
2018-02-19,The Perks of Being a Wallflower,2012,https://boxd.it/2ZA8,3
2018-02-19,O Rastro,2017,https://boxd.it/fzaO,1
2018-02-20,Slash,2016,https://boxd.it/bFJi,3.5
2018-02-21,Marrowbone,2017,https://boxd.it/dZVC,4
2018-02-21,Dear Basketball,2017,https://boxd.it/hnoI,0.5
2018-02-21,Garden Party,2017,https://boxd.it/h7bS,4
2018-02-21,Lou,2017,https://boxd.it/fntk,3
2018-02-21,Negative Space,2017,https://boxd.it/guxK,4
2018-02-21,Revolting Rhymes,2016,https://boxd.it/ffcg,3
2018-02-22,Edith+Eddie,2017,https://boxd.it/fNpo,4
2018-02-23,Heaven Is a Traffic Jam on the 405,2016,https://boxd.it/gYkG,4
2018-02-23,Phantom Thread,2017,https://boxd.it/e4uc,4.5
2018-02-23,Darkest Hour,2017,https://boxd.it/dZZa,1.5
2018-02-25,The Carmilla Movie,2017,https://boxd.it/eSVs,3.5
2018-02-25,Black Panther,2018,https://boxd.it/8MHs,4.5
2018-02-25,The Craft,1996,https://boxd.it/1Zai,4
2018-02-26,The Breadwinner,2017,https://boxd.it/frLs,4
2018-02-27,Red Sparrow,2018,https://boxd.it/e7Pi,2.5
2018-02-27,Bridge to Terabithia,2007,https://boxd.it/28YG,4
2018-02-27,Tangled,2010,https://boxd.it/15gO,4
2018-02-27,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,https://boxd.it/6uQM,3.5
2018-02-27,Veronica,2017,https://boxd.it/fHXa,4
2018-02-27,Suburbicon,2017,https://boxd.it/dQ8Q,2
2018-02-28,The Room,2003,https://boxd.it/1ICY,0.5
2018-02-28,The Boss Baby,2017,https://boxd.it/9mfO,2.5
2018-03-02,The Disaster Artist,2017,https://boxd.it/cTqc,3
2018-03-02,Loving Vincent,2017,https://boxd.it/biIQ,2
2018-03-04,The Post,2017,https://boxd.it/fTeG,3
2018-03-05,The Florida Project,2017,https://boxd.it/dMG0,5
2018-03-08,The Shape of Water,2017,https://boxd.it/dZ5m,3.5
2018-03-09,Drive Thru,2007,https://boxd.it/Nuy,5
2018-03-11,Bitch,2017,https://boxd.it/fj8M,3.5
2018-03-13,Gnome Alone,2017,https://boxd.it/gIJU,2.5
2018-03-15,Infinity Baby,2017,https://boxd.it/fzxe,4
2018-03-16,The Family Fang,2015,https://boxd.it/97Ta,4.5
2018-03-16,The Vanishing of Sidney Hall,2017,https://boxd.it/bSTK,2.5
2018-03-16,Scream 2,1997,https://boxd.it/24Es,4.5
2018-03-16,Paddington,2014,https://boxd.it/3RKw,3.5
2018-03-17,Kids in Love,2016,https://boxd.it/dSSw,1
2018-03-17,Dear Zachary: A Letter to a Son About His Father,2008,https://boxd.it/1LW8,5
2018-03-18,Quanto Tempo o Tempo Tem,2015,https://boxd.it/cJeK,3.5
2018-03-19,The Thing,1982,https://boxd.it/294O,5
2018-03-21,The One I Love,2014,https://boxd.it/77gy,5
2018-03-23,Irreplaceable You,2018,https://boxd.it/g3xo,3
2018-03-23,Midnight Special,2016,https://boxd.it/7dmi,4
2018-03-23,Urban Legend,1998,https://boxd.it/1XDi,2.5
2018-03-24,Lars and the Real Girl,2007,https://boxd.it/21tG,4.5
2018-03-24,Urban Legends: Final Cut,2000,https://boxd.it/1Shc,1.5
2018-03-26,Urban Legends: Bloody Mary,2005,https://boxd.it/1WCe,0.5
2018-03-27,Ruby Sparks,2012,https://boxd.it/3w9O,4
2018-03-28,Ready Player One,2018,https://boxd.it/aZes,4
2018-03-28,She's Beautiful When She's Angry,2014,https://boxd.it/85TK,4
2018-03-28,Xuxa and the Elves,2001,https://boxd.it/2ZdS,2.5
2018-03-28,Xuxa and the Elves 2: The Road of The Fairies,2002,https://boxd.it/2Zd4,4.5
2018-03-29,The Bookshop,2017,https://boxd.it/fOua,4
2018-04-03,A Wrinkle in Time,2018,https://boxd.it/el46,3.5
2018-04-05,Happy Anniversary,2018,https://boxd.it/g624,2
2018-04-06,Black Mirror: The National Anthem,2011,https://boxd.it/hQYK,3.5
2018-04-08,"Love, Simon",2018,https://boxd.it/g02s,3.5
2018-04-10,Black Mirror: Fifteen Million Merits,2011,https://boxd.it/hQYU,4
2018-04-12,Black Mirror: The Entire History of You,2011,https://boxd.it/hQZ4,3.5
2018-04-14,The Secret World of Arrietty,2010,https://boxd.it/AF4,4.5
2018-04-14,Friday the 13th,1980,https://boxd.it/24fs,2.5
2018-04-14,The Descent,2005,https://boxd.it/1YNy,5
2018-04-16,Curse of Chucky,2013,https://boxd.it/5b1y,3.5
2018-04-16,Cult of Chucky,2017,https://boxd.it/dKOm,4
2018-04-17,All the Reasons to Forget,2017,https://boxd.it/hbOk,3.5
2018-04-19,Black Mirror: Be Right Back,2013,https://boxd.it/hRpw,4
2018-04-23,High School Musical 2,2007,https://boxd.it/1PIu,4
2018-04-23,Frozen,2013,https://boxd.it/3GNa,4.5
2018-04-25,The Glass House,2001,https://boxd.it/27gS,3.5
2018-04-25,Black Mirror: White Bear,2013,https://boxd.it/hRpG,4.5
2018-04-26,Black Mirror: The Waldo Moment,2013,https://boxd.it/hRpQ,2
2018-04-27,Truth or Dare,2018,https://boxd.it/grIA,3.5
2018-05-03,Please Stand By,2017,https://boxd.it/bfH6,4.5
2018-05-03,Capitalism: A Love Story,2009,https://boxd.it/1B62,3.5
2018-05-04,Querida Mamãe,2017,https://boxd.it/hgsI,3
2018-05-05,Saw III,2006,https://boxd.it/2aRC,5
2018-05-06,Saw IV,2007,https://boxd.it/29Sa,4
2018-05-06,Saw V,2008,https://boxd.it/1SMa,2
2018-05-07,Saw VI,2009,https://boxd.it/1A2y,2.5
2018-05-08,Saw 3D,2010,https://boxd.it/Znk,2
2018-05-08,Skins,2017,https://boxd.it/fsVI,1.5
2018-05-08,Dude,2018,https://boxd.it/dZcW,2.5
2018-05-09,Game Night,2018,https://boxd.it/fRtu,4.5
2018-05-09,Jigsaw,2017,https://boxd.it/9sDs,0.5
2018-05-10,Black Mirror: White Christmas,2014,https://boxd.it/udfW,3
2018-05-11,Mystery Team,2009,https://boxd.it/16Nu,2.5
2018-05-12,From Up on Poppy Hill,2011,https://boxd.it/2VCa,3.5
2018-05-13,Terminal,2018,https://boxd.it/dqSo,2
2018-05-13,Beach Rats,2017,https://boxd.it/f5m6,1.5
2018-05-14,Welcome to Willits,2016,https://boxd.it/ehPs,2
2018-05-15,In the Shadow of Women,2015,https://boxd.it/abCk,0.5
2018-05-16,Final Destination,2000,https://boxd.it/1YrC,3.5
2018-05-16,Final Destination 2,2003,https://boxd.it/1YSS,4
2018-05-16,Final Destination 3,2006,https://boxd.it/1Z40,2.5
2018-05-16,The Final Destination,2009,https://boxd.it/1EmW,1.5
2018-05-16,Final Destination 5,2011,https://boxd.it/r1k,3.5
2018-05-16,Band Aid,2017,https://boxd.it/f5lW,4.5
2018-05-16,Selfie from Hell,2018,https://boxd.it/hO2a,1.5
2018-05-17,Black Mirror: Nosedive,2016,https://boxd.it/hK9G,4.5
2018-05-18,Black Mirror: Playtest,2016,https://boxd.it/hRR6,1
2018-05-19,The Feels,2017,https://boxd.it/gp1u,3.5
2018-05-19,Amityville: The Awakening,2017,https://boxd.it/67wu,2
2018-05-21,Half Magic,2018,https://boxd.it/bAKq,2.5
2018-05-21,From Straight A's to XXX,2017,https://boxd.it/fGbE,2.5
2018-05-21,A Bad Idea Gone Wrong,2017,https://boxd.it/fzq8,2
2018-05-22,Black Mirror: Shut Up and Dance,2016,https://boxd.it/hRRq,4.5
2018-05-23,Thoroughbreds,2017,https://boxd.it/dVHQ,5
2018-05-25,Tully,2018,https://boxd.it/e4kc,4.5
2018-05-26,Daphne & Velma,2018,https://boxd.it/hDTM,2.5
2018-05-28,Margarita with a Straw,2014,https://boxd.it/8Vu8,4
2018-05-29,In Darkness,2018,https://boxd.it/eKuS,2.5
2018-05-30,The Omen,1976,https://boxd.it/29By,2
2018-05-31,The Hand that Rocks the Cradle,1992,https://boxd.it/1UFK,4
2018-05-31,The Similars,2015,https://boxd.it/81CK,2
2018-06-02,Unsane,2018,https://boxd.it/gKrS,4
2018-06-02,Feral,2017,https://boxd.it/fuSm,0.5
2018-06-04,Queen of Earth,2015,https://boxd.it/9y6Y,5
2018-06-04,Advantageous,2015,https://boxd.it/9SRK,3.5
2018-06-06,Ocean's Eight,2018,https://boxd.it/eaai,5
2018-06-08,Slumber,2017,https://boxd.it/gAu8,2.5
2018-06-12,Learning to Drive,2014,https://boxd.it/8Nb8,4
2018-06-14,Black Mirror: Men Against Fire,2016,https://boxd.it/hSBS,3
2018-06-15,The Night Eats the World,2018,https://boxd.it/gmgQ,4
2018-06-15,Just a Breath Away,2018,https://boxd.it/h95M,2
2018-06-15,Black Mirror: Hated in the Nation,2016,https://boxd.it/hSBI,4
2018-06-16,The Grudge 2,2006,https://boxd.it/27IW,4.5
2018-06-16,Elizabethtown,2005,https://boxd.it/1Ydq,2
2018-06-18,The Houses October Built,2014,https://boxd.it/9fyO,3
2018-06-18,The Sea Inside,2004,https://boxd.it/27S8,4.5
2018-06-19,Maybe a Love Story,2018,https://boxd.it/hLr2,3.5
2018-06-19,The Diving Bell and the Butterfly,2007,https://boxd.it/27Di,3
2018-06-20,F*&% the Prom,2017,https://boxd.it/hync,1
2018-06-21,Carnivores,2018,https://boxd.it/gKJi,2
2018-06-22,A Quiet Place,2018,https://boxd.it/fVJQ,4
2018-06-23,Shrew's Nest,2014,https://boxd.it/8NiS,2.5
2018-06-24,Hereditary,2018,https://boxd.it/hNVe,5
2018-06-26,Hypersomnia,2016,https://boxd.it/g6uW,1.5
2018-07-06,How to Talk to Girls at Parties,2017,https://boxd.it/bo80,1.5
2018-07-13,Insidious: Chapter 3,2015,https://boxd.it/8BkM,3
2018-07-18,The House on Sorority Row,1982,https://boxd.it/12b2,2.5
2018-07-19,Bao,2018,https://boxd.it/iEl4,3.5
2018-07-23,Circle,2015,https://boxd.it/b5So,3
2018-08-01,Uma Quase Dupla,2018,https://boxd.it/hBaK,3.5
2018-08-01,High School Musical,2006,https://boxd.it/1V0y,3
2018-08-02,The Incredibles,2004,https://boxd.it/1XLm,4
2018-08-04,Weepah Way For Now,2015,https://boxd.it/bvCw,4
2018-08-07,Village of the Damned,1995,https://boxd.it/1Suq,2.5
2018-08-14,Persona,1966,https://boxd.it/29B4,4.5
2018-08-15,Mom and Dad,2017,https://boxd.it/e6BO,4
2018-08-16,Zoom,2015,https://boxd.it/bNEK,4.5
2018-08-17,The Fast and the Furious,2001,https://boxd.it/1XMu,3
2018-08-19,Down a Dark Hall,2018,https://boxd.it/eULu,2.5
2018-08-21,Stage Fright,1987,https://boxd.it/1Drm,4.5
2018-08-21,Slender Man,2018,https://boxd.it/fBcs,1
2018-08-22,2 Fast 2 Furious,2003,https://boxd.it/2a4g,2.5
2018-08-25,To All the Boys I've Loved Before,2018,https://boxd.it/gHec,4
2018-08-29,Scooby-Doo,2002,https://boxd.it/1YaQ,4.5
2018-08-29,Scooby-Doo 2: Monsters Unleashed,2004,https://boxd.it/1UPA,5
2018-09-01,Support the Girls,2018,https://boxd.it/ghHs,4
2018-09-02,Nails,2017,https://boxd.it/emB6,1
2018-09-02,Me and You and Everyone We Know,2005,https://boxd.it/28RK,2.5
2018-09-04,Every Day,2018,https://boxd.it/gEhC,4.5
2018-09-05,"It's Not You, It's Me",2013,https://boxd.it/6poo,4
2018-09-06,The Nun,2018,https://boxd.it/fBkw,2.5
2018-09-08,The Lovely Bones,2009,https://boxd.it/20IA,3
2018-09-09,Summer of 84,2018,https://boxd.it/gQYe,3.5
2018-09-11,Blood Fest,2018,https://boxd.it/gW1i,0.5
2018-09-12,Boarding School,2018,https://boxd.it/jjN4,2
2018-09-13,Rust,2018,https://boxd.it/hDO8,2
2018-09-14,Enough,2018,https://boxd.it/jXnq,4
2018-09-15,The Fast and the Furious: Tokyo Drift,2006,https://boxd.it/1Yeo,2
2018-09-15,Fast & Furious,2009,https://boxd.it/1Pnm,3
2018-09-20,A Simple Favor,2018,https://boxd.it/hq92,4
2018-09-21,Fast Five,2011,https://boxd.it/BgO,3.5
2018-09-24,The House with a Clock in Its Walls,2018,https://boxd.it/gARw,3.5
2018-09-27,Flavors of Youth,2018,https://boxd.it/iAAa,3
2018-09-29,The First Purge,2018,https://boxd.it/fJfk,1
2018-10-05,The Ritual,2017,https://boxd.it/fo0I,1
2018-10-10,A Star Is Born,2018,https://boxd.it/aXgc,4
2018-10-10,Tudo por um Pop Star,2018,https://boxd.it/k9FQ,3
2018-10-29,Gretchen: Road Movie,2010,https://boxd.it/acSy,4.5
2018-10-30,Searching,2018,https://boxd.it/hDPg,5
2018-10-31,Demonic,2015,https://boxd.it/6Tx6,1
2018-10-31,Tag,2015,https://boxd.it/bjvI,4
2018-11-02,Friendship Bracelet,,https://boxd.it/kpxI,2
2018-11-02,CTRL+ALT+DEL,,https://boxd.it/kpy2,0.5
2018-11-02,Keep Out,,https://boxd.it/kpym,1.5
2018-11-04,Popstar: Never Stop Never Stopping,2016,https://boxd.it/blDa,3.5
2018-11-04,Burn Burn Burn,2015,https://boxd.it/cedm,4
2018-11-04,Tangerine,2015,https://boxd.it/9QRe,4.5
2018-11-05,Air Bridge,2015,https://boxd.it/aXGa,3
2018-11-06,Lost in Translation,2003,https://boxd.it/2b0E,0.5
2018-11-06,Her,2013,https://boxd.it/4O24,5
2018-11-07,A Bad Moms Christmas,2017,https://boxd.it/fiHG,3.5
2018-11-07,Monster Party,2018,https://boxd.it/goKS,4
2018-11-09,American Animals,2018,https://boxd.it/hE4K,4.5
2018-11-09,Magic Mike,2012,https://boxd.it/2HvY,2
2018-11-10,"Domingo, Sozinho",2018,https://boxd.it/kfCI,3.5
2018-11-10,Grandma,2015,https://boxd.it/9V00,4
2018-11-10,Elle Fanning Relives Her Dreams,2015,https://boxd.it/h1lW,4
2018-11-10,Distrito da Luz Vermelha,2018,https://boxd.it/kv1I,4
2018-11-10,Whip It,2009,https://boxd.it/1A3m,5
2018-11-11,Spy Kids: All the Time in the World,2011,https://boxd.it/ptm,3
2018-11-11,Loveling,2018,https://boxd.it/hEv2,4
2018-11-11,Mulheres Alteradas,2018,https://boxd.it/iXlC,3
2018-11-11,Dirty Girl,2010,https://boxd.it/2sSy,5
2018-11-12,Short Term 12,2013,https://boxd.it/5f6s,3.5
2018-11-12,Headgame,2018,https://boxd.it/bAIE,1.5
2018-11-13,Os Farofeiros,2018,https://boxd.it/hPEY,3
2018-11-15,Ladies First,2017,https://boxd.it/hJB0,4
2018-11-15,Across Grace Alley,2013,https://boxd.it/fSgm,0.5
2018-11-15,Love Beats Rhymes,2017,https://boxd.it/d5na,2.5
2018-11-21,Zygote,2017,https://boxd.it/gBO4,3.5
2018-11-23,The Signal,2014,https://boxd.it/77hc,1.5
2018-11-25,Freaky Friday,2003,https://boxd.it/1WwK,5
2018-12-18,Cam,2018,https://boxd.it/iWvG,3.5
2018-12-18,De Pernas pro Ar,2010,https://boxd.it/bZ4,3.5
2018-12-18,De Pernas pro Ar 2,2012,https://boxd.it/53dw,2
2018-12-21,Krampus,2015,https://boxd.it/8Wy6,3.5
2018-12-21,Express Kidnapping,2018,https://boxd.it/khFk,3.5
2018-12-21,Mary Poppins,1964,https://boxd.it/2aoA,3
2018-12-22,Mary Poppins Returns,2018,https://boxd.it/e4nU,5
2018-12-23,Men Are from Mars... And That's Where I'm Going!,2014,https://boxd.it/6JbY,1.5
2018-12-23,Charming,2018,https://boxd.it/bX5K,3.5
2018-12-23,Assassination Nation,2018,https://boxd.it/fSIq,5
2018-12-24,Hell Fest,2018,https://boxd.it/fdG4,2.5
2018-12-25,How the Grinch Stole Christmas,2000,https://boxd.it/1ZHQ,3
2018-12-25,The Stepfather,2009,https://boxd.it/1Enq,2.5
2018-12-26,Carol,2015,https://boxd.it/7DPK,4
2018-12-26,The Lodgers,2017,https://boxd.it/fdEM,1
2018-12-27,Revenge,2017,https://boxd.it/gL9g,4.5
2018-12-28,Set It Up,2018,https://boxd.it/dpik,4.5
2018-12-28,First Reformed,2017,https://boxd.it/go9C,4.5
2018-12-29,Bird Box,2018,https://boxd.it/eh1i,3.5
2018-12-29,"Angus, Thongs and Perfect Snogging",2008,https://boxd.it/1RpO,3
2018-12-30,The Voices,2014,https://boxd.it/7b3S,4
2018-12-30,The Sisterhood of the Traveling Pants 2,2008,https://boxd.it/1WS2,3
2018-12-30,Black Mirror: Bandersnatch,2018,https://boxd.it/kTDG,2
2018-12-31,Prevenge,2016,https://boxd.it/dRpS,3
2019-01-01,Now United: Dreams Come True,2018,https://boxd.it/kYEa,4.5
2019-01-01,Doppelgänger,2012,https://boxd.it/7mxa,2.5
2019-01-03,The Love Witch,2016,https://boxd.it/cZie,5
2019-01-06,Escape Room,2017,https://boxd.it/g0VW,0.5
2019-01-07,Hush,1998,https://boxd.it/1HOu,3.5
2019-01-09,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/29QS,4
2019-01-11,Harry Potter and the Chamber of Secrets,2002,https://boxd.it/29QI,5
2019-01-11,The Sixth Sense,1999,https://boxd.it/29Js,5
2019-01-11,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/29Qy,5
2019-01-12,Harry Potter and the Goblet of Fire,2005,https://boxd.it/29Qo,4
2019-01-12,The Outcasts,2017,https://boxd.it/9P5S,3.5
2019-01-12,Harry Potter and the Order of the Phoenix,2007,https://boxd.it/29Qe,3
2019-01-15,The Wind Rises,2013,https://boxd.it/4JQS,4.5
2019-01-15,Face Swap,2019,https://boxd.it/l7uI,3
2019-01-16,Harry Potter and the Half-Blood Prince,2009,https://boxd.it/29FU,3
2019-01-16,Teenage Cocktail,2016,https://boxd.it/dgbu,2.5
2019-01-17,The Kid Who Would Be King,2019,https://boxd.it/gcz4,4
