Date,Name,Year,Letterboxd URI,Rating
2019-01-17,Harry Potter and the Deathly Hallows: Part 1,2010,https://boxd.it/1RYu,4.5
2019-01-17,Harry Potter and the Deathly Hallows: Part 2,2011,https://boxd.it/1RYk,4.5
2019-01-18,GirlHouse,2014,https://boxd.it/a3OW,3
2019-01-19,The Favourite,2018,https://boxd.it/d2hI,5
2019-01-20,Zodiac,2007,https://boxd.it/27MO,2
2019-01-21,Each Time I Kill,2007,https://boxd.it/41T4,3.5
2019-01-22,Hollow in the Land,2017,https://boxd.it/bRxe,3.5
2019-01-22,Almost Friends,2016,https://boxd.it/fuPi,1.5
2019-01-22,Age of Sail,2018,https://boxd.it/ku3e,3
2019-01-22,Animal Behaviour,2018,https://boxd.it/ivoS,2
2019-01-22,Bilby,2018,https://boxd.it/jdkA,4
2019-01-22,Bird Karma,2018,https://boxd.it/itLA,2.5
2019-01-22,Late Afternoon,2017,https://boxd.it/i4jm,5
2019-01-22,One Small Step,2018,https://boxd.it/k4ii,4.5
2019-01-22,Grandpa Walrus,2017,https://boxd.it/gkng,2
2019-01-22,Lost & Found,2018,https://boxd.it/iZzw,3.5
2019-01-22,Weekends,2017,https://boxd.it/ijMS,3
2019-01-23,Fyre,2019,https://boxd.it/kP0g,3.5
2019-01-23,Jessica Darling's It List,2016,https://boxd.it/cRlE,1.5
2019-01-23,BlacKkKlansman,2018,https://boxd.it/hxL8,3
2019-01-24,Green Book,2018,https://boxd.it/hErk,2.5
2019-01-24,The Wife,2017,https://boxd.it/bkzG,4
2019-01-25,Cold War,2018,https://boxd.it/fEoc,2
2019-01-25,Incredibles 2,2018,https://boxd.it/7IPg,4
2019-01-27,Annihilation,2018,https://boxd.it/9yzm,3
2019-01-27,Mercy,2016,https://boxd.it/e5ou,0.5
2019-01-27,Roma,2018,https://boxd.it/f69M,2
2019-01-28,Invisible,2017,https://boxd.it/gZre,2
2019-01-28,Unbreakable,2000,https://boxd.it/1XV2,2
2019-01-30,Catwalk: Tales from the Catshow Circuit,2018,https://boxd.it/iAGC,3.5
2019-01-31,"Fala Sério, Mãe!",2017,https://boxd.it/hxFY,4
2019-01-31,Personal Shopper,2016,https://boxd.it/bkGM,4.5
2019-02-04,Velvet Buzzsaw,2019,https://boxd.it/gAy0,2
2019-02-05,Dirty Computer,2018,https://boxd.it/iLhe,4.5
2019-02-07,Vice,2018,https://boxd.it/fcFY,1
2019-02-08,Home Movies,2017,https://boxd.it/h0Sg,3
2019-02-13,The Princess Switch,2018,https://boxd.it/knTs,3
2019-02-13,Can You Ever Forgive Me?,2018,https://boxd.it/e7x4,4.5
2019-02-15,Miss Meadows,2014,https://boxd.it/7K6i,3.5
2019-02-15,If Beale Street Could Talk,2018,https://boxd.it/gGhu,4.5
2019-02-18,Blue Valentine,2010,https://boxd.it/MxG,4
2019-02-19,Mirai,2018,https://boxd.it/h2Hu,4.5
2019-02-19,Cinderela Pop,2019,https://boxd.it/kf84,2.5
2019-02-20,Happy Death Day 2U,2019,https://boxd.it/ixt6,4
2019-02-21,Shoplifters,2018,https://boxd.it/ifY6,4.5
2019-02-21,November Criminals,2017,https://boxd.it/af9Q,2
2019-02-22,The Breaker Upperers,2018,https://boxd.it/i846,2.5
2019-02-22,Best Friends Forever,2013,https://boxd.it/4Zog,3
2019-02-23,Minutes Past Midnight,2016,https://boxd.it/eGVU,2
2019-02-28,The Truth About Lies,2018,https://boxd.it/aqS8,1
2019-02-28,Second Act,2018,https://boxd.it/ibU0,3.5
2019-03-12,Captain Marvel,2019,https://boxd.it/9vSA,4
2019-03-13,Barbie as The Princess & the Pauper,2004,https://boxd.it/1MGU,3.5
2019-03-14,Vox Lux,2018,https://boxd.it/fcFk,2.5
2019-03-16,The Prodigy,2019,https://boxd.it/jnzg,2.5
2019-03-20,Us,2019,https://boxd.it/gnV6,5
2019-03-23,Dumplin',2018,https://boxd.it/gXcc,5
2019-03-24,Look Away,2018,https://boxd.it/j6Hs,2.5
2019-03-24,Dope,2015,https://boxd.it/9Tho,4
2019-04-02,Iron Man,2008,https://boxd.it/28dA,3.5
2019-04-03,Five Feet Apart,2019,https://boxd.it/jaAK,3
2019-04-04,The Incredible Hulk,2008,https://boxd.it/28dU,1.5
2019-04-09,Shazam!,2019,https://boxd.it/8WBu,4.5
2019-04-10,Iron Man 2,2010,https://boxd.it/1WZM,2
2019-04-10,Captain America: The First Avenger,2011,https://boxd.it/28b0,2.5
2019-04-10,Thor,2011,https://boxd.it/1WQU,4
2019-04-11,Wonder Woman,2017,https://boxd.it/9roG,4.5
2019-04-11,After,2019,https://boxd.it/jBb8,0.5
2019-04-12,The Avengers,2012,https://boxd.it/1xFW,3
2019-04-13,Persona,2019,https://boxd.it/mw3E,4
2019-04-14,Guava Island,2019,https://boxd.it/jOF6,3.5
2019-04-16,Iron Man 3,2013,https://boxd.it/2cBQ,5
2019-04-16,Thor: The Dark World,2013,https://boxd.it/2DqA,0.5
2019-04-17,Captain America: The Winter Soldier,2014,https://boxd.it/3r58,4
2019-04-18,Guardians of the Galaxy,2014,https://boxd.it/3VH2,3
2019-04-18,Purl,2018,https://boxd.it/jomC,4
2019-04-22,Avengers: Age of Ultron,2015,https://boxd.it/3qi6,1
2019-04-22,Ant-Man,2015,https://boxd.it/3vmW,4
2019-04-24,Captain America: Civil War,2016,https://boxd.it/89Ja,2.5
2019-04-25,Guardians of the Galaxy Vol. 2,2017,https://boxd.it/8MxC,4
2019-04-25,Spider-Man: Homecoming,2017,https://boxd.it/aboM,2
2019-04-25,Thor: Ragnarok,2017,https://boxd.it/8MHi,3
2019-04-25,Ant-Man and the Wasp,2018,https://boxd.it/cqUW,4.5
2019-04-26,Avengers: Infinity War,2018,https://boxd.it/9vEe,2.5
2019-04-26,Doctor Strange,2016,https://boxd.it/8MH8,2.5
2019-04-27,Avengers: Endgame,2019,https://boxd.it/9vE4,2.5
2019-05-07,Woodshock,2017,https://boxd.it/dTzg,4
2019-05-07,Patti Cake$,2017,https://boxd.it/f5oQ,4
2019-05-08,The Pregnancy Pact,2010,https://boxd.it/nNu,0.5
2019-05-09,Thriller,2018,https://boxd.it/jJgg,2
2019-05-09,Psychos in Love,1987,https://boxd.it/HCG,3
2019-05-13,Big Little Lies,2017,https://boxd.it/fYde,4.5
2019-05-16,The Handmaiden,2016,https://boxd.it/948A,5
2019-05-20,Greta,2018,https://boxd.it/gU4E,4
2019-05-22,Fast & Furious 6,2013,https://boxd.it/2UG6,3.5
2019-05-23,God Help the Girl,2014,https://boxd.it/7dCq,4
2019-05-23,mid90s,2018,https://boxd.it/fxIa,4.5
2019-05-24,Furious 7,2015,https://boxd.it/5cVs,3
2019-05-28,Rocketman,2019,https://boxd.it/iehK,4.5
2019-05-29,The Fate of the Furious,2017,https://boxd.it/bbCw,4
2019-06-05,Ma,2019,https://boxd.it/i8Wi,3.5
2019-06-06,Aladdin,2019,https://boxd.it/eSjy,3.5
2019-06-14,Booksmart,2019,https://boxd.it/igNS,5
2019-06-28,Annabelle Comes Home,2019,https://boxd.it/iU5m,3
2019-07-09,Sweet Boy,2016,https://boxd.it/gfx6,1
2019-08-08,The Kitchen,2019,https://boxd.it/hyp8,2.5
2019-08-09,Scary Stories to Tell in the Dark,2019,https://boxd.it/eJTW,3.5
2019-08-09,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/6YK,3.5
2019-08-12,Columbus,2017,https://boxd.it/eCuA,3
2019-08-14,Once Upon a Time… in Hollywood,2019,https://boxd.it/gH0O,3
2019-08-17,Anna,2019,https://boxd.it/hqQq,3
2019-08-25,Lucy,2014,https://boxd.it/75hu,5
2019-09-03,Bacurau,2019,https://boxd.it/fSUG,5
2019-09-18,Haunt,2019,https://boxd.it/iK78,4
2019-09-18,It Chapter Two,2019,https://boxd.it/h10u,3
2019-09-18,Teen Spirit,2018,https://boxd.it/fFEq,4
2019-09-28,Ad Astra,2019,https://boxd.it/ePzI,4
2019-10-02,Angst,1983,https://boxd.it/1G46,1
2019-10-03,Popcorn,1991,https://boxd.it/131C,2.5
2019-10-04,Repulsion,1965,https://boxd.it/1TKu,4
2019-10-06,Sleepaway Camp,1983,https://boxd.it/1PSY,4.5
2019-10-06,Sleepaway Camp II: Unhappy Campers,1988,https://boxd.it/1e2c,2
2019-10-06,The Slumber Party Massacre,1982,https://boxd.it/1rIq,2.5
2019-10-07,Terror Train,1980,https://boxd.it/10uQ,2.5
2019-10-08,Inside,2007,https://boxd.it/1QqG,4.5
2019-10-09,Visiting Hours,1982,https://boxd.it/M4O,4
2019-10-09,Sole Survivor,1984,https://boxd.it/1n5Y,5
2019-10-10,Don't Look Now,1973,https://boxd.it/29fC,0.5
2019-10-11,Valentine,2001,https://boxd.it/1UVI,3
2019-10-14,High Tension,2003,https://boxd.it/1WLU,3
2019-10-14,Killer Movie,2008,https://boxd.it/1Nes,4
2019-10-21,"Alice, Sweet Alice",1976,https://boxd.it/1yP4,3.5
2019-10-22,Thirst,2009,https://boxd.it/1Aqq,3
2019-10-23,Intruder,1989,https://boxd.it/1jJA,3.5
2019-10-24,Happy Birthday to Me,1981,https://boxd.it/179U,1.5
2019-10-24,My Bloody Valentine,1981,https://boxd.it/131M,3
2019-10-24,The Leopard Man,1943,https://boxd.it/1pAO,3.5
2019-10-24,The Beyond,1981,https://boxd.it/1FtY,5
2019-10-26,Audition,1999,https://boxd.it/1UHm,2
2019-10-26,Braindead,1992,https://boxd.it/29Gy,4.5
2019-10-29,Zombieland: Double Tap,2019,https://boxd.it/bgb6,4
2019-10-29,Psycho,1960,https://boxd.it/2ab2,4.5
2019-10-29,They Live,1988,https://boxd.it/20lm,3.5
2019-10-29,964 Pinocchio,1991,https://boxd.it/EhA,1
2019-10-29,Big Bad Wolf,2006,https://boxd.it/13Ui,2.5
2019-10-30,A Tale of Two Sisters,2003,https://boxd.it/248m,3.5
2019-10-30,The Blair Witch Project,1999,https://boxd.it/26ua,4.5
2019-10-31,Poltergeist,2015,https://boxd.it/79UK,2
2019-11-01,Poltergeist,1982,https://boxd.it/2a0o,2.5
2019-11-01,Angel's Egg,1985,https://boxd.it/1LeA,3
2019-11-01,The Exorcist,1973,https://boxd.it/1Yoo,5
2019-11-02,Trick 'r Treat,2007,https://boxd.it/1zvE,4.5
2019-11-10,Dora and the Lost City of Gold,2019,https://boxd.it/i1VW,4.5
2019-11-14,Charlie's Angels,2019,https://boxd.it/gogo,5
2019-11-28,Ready or Not,2019,https://boxd.it/kOf0,3.5
2019-12-04,Hustlers,2019,https://boxd.it/jIBM,4.5
2019-12-04,The Farewell,2019,https://boxd.it/kIky,4
2019-12-20,Knives Out,2019,https://boxd.it/jWEA,4.5
2019-12-23,Bratz,2007,https://boxd.it/1OIS,5
2019-12-26,Parasite,2019,https://boxd.it/hTha,5
2019-12-28,"She Said, He Said",2019,https://boxd.it/l5Ku,2
2019-12-29,Open Water,2003,https://boxd.it/2bbM,1.5
2020-01-06,Frozen II,2019,https://boxd.it/aPvo,4.5
2020-01-06,My Mom is a Character: The Film,2013,https://boxd.it/66ps,4
2020-01-10,My Mom is a Character 2,2016,https://boxd.it/6J8U,2
2020-01-10,My Mom is a Character 3,2019,https://boxd.it/mYk4,2.5
2020-01-10,Funeral Parade of Roses,1969,https://boxd.it/28Cg,3.5
2020-01-13,Little Women,2019,https://boxd.it/aSVk,5
2020-01-17,Five Easy Pieces,1970,https://boxd.it/1tww,2.5
2020-01-24,Airplane Mode,2020,https://boxd.it/ofFK,3
2020-01-26,The Devils,1971,https://boxd.it/1inI,0.5
2020-02-01,Frenzy,1972,https://boxd.it/2a62,3.5
2020-02-08,Jojo Rabbit,2019,https://boxd.it/iEBG,3
2020-02-15,The Wicker Man,1973,https://boxd.it/1KnG,4.5
2020-02-20,Countdown,2019,https://boxd.it/m83K,3
2020-02-25,Chinatown,1974,https://boxd.it/29vU,3
2020-03-03,The Invisible Man,2020,https://boxd.it/kWlA,4.5
2020-03-06,Eu Sou Mais Eu,2019,https://boxd.it/kRtY,3
2020-03-11,"Salò, or the 120 Days of Sodom",1975,https://boxd.it/237s,0.5
2020-03-11,Silver Streak,1976,https://boxd.it/1TyI,2
2020-03-17,Close Encounters of the Third Kind,1977,https://boxd.it/29u8,2.5
2020-03-17,The Grudge,2020,https://boxd.it/gE0Q,0.5
2020-03-20,The Guest,2014,https://boxd.it/76RS,4
2020-03-23,Piranha,1978,https://boxd.it/1wTI,1.5
2020-03-24,The Hunt,2020,https://boxd.it/iE9i,4
2020-04-10,Unfriended,2014,https://boxd.it/8sXg,4
2020-04-10,Emma.,2020,https://boxd.it/kmg0,4
2020-04-10,The Tale of the Princess Kaguya,2013,https://boxd.it/4JQI,4
2020-04-10,Let It Snow,2019,https://boxd.it/9kKg,3.5
2020-04-10,Unfriended: Dark Web,2018,https://boxd.it/ifs0,4
2020-04-15,Fantasy Island,2020,https://boxd.it/jEVy,4
2020-04-18,The Ring,2002,https://boxd.it/2a70,5
2020-04-19,A Cure for Wellness,2016,https://boxd.it/bkQW,2.5
2020-04-21,Like a Boss,2020,https://boxd.it/j6BE,2.5
2020-04-26,Suspiria,2018,https://boxd.it/cioI,1.5
2020-04-29,When Marnie Was There,2014,https://boxd.it/78pm,4.5
2020-04-29,The Rhythm Section,2020,https://boxd.it/gI48,2
2020-05-03,Panic Room,2002,https://boxd.it/2490,4
2020-05-12,The Half of It,2020,https://boxd.it/m0T4,4
2020-10-03,CSI: Immortality,2015,https://boxd.it/cPf0,4
2020-10-03,Nightmare Sisters,1988,https://boxd.it/1rIg,2.5
2020-10-03,The Loved Ones,2009,https://boxd.it/NdC,3.5
2020-10-06,Session 9,2001,https://boxd.it/1UXu,4.5
2020-10-07,Videodrome,1983,https://boxd.it/29uC,5
2020-10-07,This Is Paris,2020,https://boxd.it/oKpy,3.5
2020-10-07,Dolls,1987,https://boxd.it/1xQq,2.5
2020-10-08,Society,1989,https://boxd.it/1ARc,3
2020-10-08,In the Mouth of Madness,1994,https://boxd.it/26vi,4
2020-10-09,The Lie,2018,https://boxd.it/jF2a,1.5
2020-10-10,Black Box,2020,https://boxd.it/qPFK,2
2020-10-11,Someone's Watching Me!,1978,https://boxd.it/1j80,3.5
2020-10-11,The Fog,1980,https://boxd.it/29Cc,4
2020-10-12,The Babysitter: Killer Queen,2020,https://boxd.it/n4VA,3
2020-10-12,Midsommar,2019,https://boxd.it/jhxe,2.5
2020-10-15,All Cheerleaders Die,2013,https://boxd.it/6ipk,4
2020-10-15,Wrong Turn,2003,https://boxd.it/1Xzq,3
2020-10-16,What Keeps You Alive,2018,https://boxd.it/ic9Y,3
2020-10-16,Host,2020,https://boxd.it/r5O4,3.5
2020-10-16,The Room,2019,https://boxd.it/lqRw,4
2020-10-17,Carnival of Souls,1962,https://boxd.it/1KQ4,3
2020-10-17,Christine,1983,https://boxd.it/1ZRQ,4.5
2020-10-18,Excision,2012,https://boxd.it/2XMG,4.5
2020-10-19,The Void,2016,https://boxd.it/d93S,3
2020-10-20,The Hole,2009,https://boxd.it/P2c,2.5
2020-10-20,Tigers Are Not Afraid,2017,https://boxd.it/bIww,4
2020-10-20,Free Fire,2016,https://boxd.it/b2Ig,2
2020-10-21,Lisa,1990,https://boxd.it/3k1e,3.5
2020-10-22,12 Hour Shift,2020,https://boxd.it/oQ9G,3.5
2020-10-22,Gretel & Hansel,2020,https://boxd.it/jLOk,3
2020-10-22,Blair Witch,2016,https://boxd.it/bO28,2
2020-10-22,Cabin Fever,2002,https://boxd.it/1TAu,2.5
2020-10-22,Cabin Fever,2016,https://boxd.it/9too,1
2020-10-22,Paranormal Activity,2007,https://boxd.it/1yIM,3
2020-10-23,Candyman,1992,https://boxd.it/1Ys6,5
2020-10-24,Paranormal Activity 2,2010,https://boxd.it/ZnO,3.5
2020-10-24,Paranormal Activity 3,2011,https://boxd.it/2o4O,4
2020-10-24,Let's Scare Jessica to Death,1971,https://boxd.it/1KI0,4
2020-10-24,"Butcher, Baker, Nightmare Maker",1981,https://boxd.it/2f38,4.5
2020-10-25,Hellraiser,1987,https://boxd.it/1Zpi,3.5
2020-10-25,The Beguiled,2017,https://boxd.it/dZ1k,3
2020-10-26,An American Werewolf in London,1981,https://boxd.it/29yk,4
2020-10-28,Await Further Instructions,2018,https://boxd.it/ifti,2
2020-10-28,Eyes Without a Face,1960,https://boxd.it/1j9i,2
2020-10-28,The Faculty,1998,https://boxd.it/1Z5C,5
2020-10-29,Paranormal Activity 4,2012,https://boxd.it/2UGq,1
2020-10-29,Paranormal Activity: Tokyo Night,2010,https://boxd.it/i5i,1
2020-10-30,Paranormal Activity: The Marked Ones,2014,https://boxd.it/6Ie8,4.5
2020-10-30,Black Moon,1975,https://boxd.it/1rYo,0.5
2020-10-31,The Craft: Legacy,2020,https://boxd.it/lKYs,2
2020-10-31,Creep,2014,https://boxd.it/7l4c,2.5
2020-11-01,Paranormal Activity: The Ghost Dimension,2015,https://boxd.it/4Ed2,2
2020-11-01,"It's the Great Pumpkin, Charlie Brown",1966,https://boxd.it/1Qmu,4
2020-11-01,Cursed Films,2020,https://boxd.it/q3Fi,3.5
2020-11-01,Bog of Beasts,2006,https://boxd.it/MGy,3
2020-11-03,Spree,2020,https://boxd.it/oiiO,4
2020-11-03,Query,2020,https://boxd.it/qcQa,3.5
2020-11-04,"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",2020,https://boxd.it/pNiM,5
2020-11-04,Useless Humans,2020,https://boxd.it/r6rg,1.5
2020-11-06,The Curse of La Llorona,2019,https://boxd.it/hg0E,0.5
2020-11-06,Bad Hair,2020,https://boxd.it/jhAC,4
2020-11-07,Follow Me,2020,https://boxd.it/movq,2
2020-11-08,Relic,2020,https://boxd.it/jEwS,3
2020-11-08,The Rental,2020,https://boxd.it/lCQ6,2
2020-11-08,Moulin Rouge!,2001,https://boxd.it/29wI,3.5
2020-11-08,Kedi,2016,https://boxd.it/dHxM,4
2020-11-08,House of Wax,2005,https://boxd.it/1XaU,4
2020-11-10,The Matrix,1999,https://boxd.it/2a1m,5
2020-11-11,The Matrix Reloaded,2003,https://boxd.it/2a1c,3
2020-11-13,After We Collided,2020,https://boxd.it/mGpK,0.5
2020-11-14,Sierra Burgess Is a Loser,2018,https://boxd.it/gyP4,2.5
2020-11-15,The New Mutants,2020,https://boxd.it/bjle,1.5
2020-11-15,"Simão, o Fantasma Trapalhão",1998,https://boxd.it/4cqM,2
2020-11-15,The Matrix Revolutions,2003,https://boxd.it/2a12,1
2020-11-16,45 Days Away from You,2018,https://boxd.it/kCJC,1.5
2020-11-17,De Perto Ela Não é Normal,2020,https://boxd.it/kPx0,0.5
2020-11-17,Spontaneous,2020,https://boxd.it/mjPq,4.5
2020-11-18,Herbie Fully Loaded,2005,https://boxd.it/1TP0,3
2020-11-18,Cow Belles,2006,https://boxd.it/1wXq,3.5
2020-11-19,Garfield,2004,https://boxd.it/1ZAA,1.5
2020-11-20,Buffy the Vampire Slayer,1992,https://boxd.it/1WP8,2.5
2020-11-20,Secret Society of Second Born Royals,2020,https://boxd.it/n0Py,2
2020-11-21,The Burning,1981,https://boxd.it/1ygS,3
2020-11-21,That Darn Cat,1997,https://boxd.it/1CZ8,3
2020-11-22,White: Melody of Death,2011,https://boxd.it/2yKK,4
2020-11-23,Read It and Weep,2006,https://boxd.it/240M,2.5
2020-11-27,Folklore: The Long Pond Studio Sessions,2020,https://boxd.it/sRk4,4
2020-11-30,The Devil Wears Prada,2006,https://boxd.it/2awE,3
2020-12-06,Freaky,2020,https://boxd.it/ka42,4.5
2020-12-10,The Princess Switch: Switched Again,2020,https://boxd.it/nUla,2
2020-12-11,Get a Clue,2002,https://boxd.it/1unU,2.5
2020-12-23,Black Christmas,2019,https://boxd.it/ka4G,2.5
2021-01-03,The Royal Tenenbaums,2001,https://boxd.it/1YHU,3.5
2021-02-09,Framing Britney Spears,2021,https://boxd.it/uaGq,4
2021-03-04,Making Waves: The Art of Cinematic Sound,2019,https://boxd.it/lXug,3.5
2021-03-21,I Care a Lot,2020,https://boxd.it/mcHk,2.5
2021-03-21,Wrong Turn,2021,https://boxd.it/nmzi,1
2021-04-01,The Boy Next Door,2015,https://boxd.it/75Wi,2
2021-04-05,Primer,2004,https://boxd.it/6YA,3.5
2021-05-04,A Vida Depois do Tombo,2021,https://boxd.it/v6jk,4
2021-05-09,Leatherface,2017,https://boxd.it/9yyS,1
2021-05-30,Friends: The Reunion,2021,https://boxd.it/pOQq,4
2021-06-04,iCarly: iGo to Japan,2008,https://boxd.it/be8,4
2021-06-06,iParty with Victorious,2011,https://boxd.it/neqs,5
2021-06-12,Spiral: From the Book of Saw,2021,https://boxd.it/meXk,2
2021-06-12,Escape Room,2019,https://boxd.it/iYlS,3.5
2021-06-12,Clouds,2020,https://boxd.it/nmI0,3
2021-06-24,Sleeping Beauty,1959,https://boxd.it/1V9A,3.5
2021-06-28,Escape to Witch Mountain,1975,https://boxd.it/1NjC,3.5
2021-07-03,Return from Witch Mountain,1978,https://boxd.it/1Njs,2
2021-07-07,3 Men and a Baby,1987,https://boxd.it/1SpA,3.5
2021-07-08,Harper's Island,2009,https://boxd.it/vreA,4.5
2021-07-11,The Little Mermaid,1989,https://boxd.it/1WYO,4.5
2021-07-13,Fear Street: 1994,2021,https://boxd.it/lLBk,2.5
2021-07-13,Fear Street: 1978,2021,https://boxd.it/lLBu,3.5
2021-07-18,Fear Street: 1666,2021,https://boxd.it/lLBE,3
2021-07-20,The Parent Trap,1998,https://boxd.it/1XJq,4.5
2021-08-13,3 Men and a Little Lady,1990,https://boxd.it/1TnA,2
2021-08-23,10 Things I Hate About You,1999,https://boxd.it/23AO,4
2021-08-27,Zenon: Girl of the 21st Century,1999,https://boxd.it/1djc,3
2021-09-03,Stormbreaker,2006,https://boxd.it/1XnY,3.5
2021-09-20,Zenon: The Zequel,2001,https://boxd.it/1mMW,2
2021-09-23,Malignant,2021,https://boxd.it/mViE,5
2021-10-02,Girl on the Third Floor,2019,https://boxd.it/llgU,3.5
2021-10-03,Escape Room: Tournament of Champions,2021,https://boxd.it/lwCM,3
2021-10-04,The Wolf House,2018,https://boxd.it/i1vE,3.5
2021-10-05,Villains,2019,https://boxd.it/isnC,3.5
2021-10-07,Leprechaun,1993,https://boxd.it/1T2i,2
2021-10-07,Zombeavers,2014,https://boxd.it/7tKg,3
2021-10-07,The Haunting of Molly Hartley,2008,https://boxd.it/1Nti,3
2021-10-09,Two-Bit Waltz,2014,https://boxd.it/6Ju2,4
2021-10-09,Paddington 2,2017,https://boxd.it/bCF8,4.5
2021-10-09,Elle Fanning's Fan Fantasy,2017,https://boxd.it/gkv0,4
2021-10-10,Pontypool,2008,https://boxd.it/1yBw,3.5
2021-10-10,Curtains,1983,https://boxd.it/2hwc,4.5
2021-10-12,Suicide Club,2001,https://boxd.it/1RkY,3
2021-10-13,Squid Game,2021,https://boxd.it/x1OG,3.5
2021-10-13,Prince of Darkness,1987,https://boxd.it/1ZKq,3
2021-10-14,The Night House,2020,https://boxd.it/jZze,4.5
2021-10-15,Pulse,2001,https://boxd.it/1s3y,4
2021-10-15,Cure,1997,https://boxd.it/1blA,3
2021-10-16,April Fool's Day,1986,https://boxd.it/1wNq,3.5
2021-10-17,Cherry Falls,2000,https://boxd.it/1RyQ,4
2021-10-18,I Know What You Did Last Summer,1997,https://boxd.it/2588,4
2021-10-18,I Still Know What You Did Last Summer,1998,https://boxd.it/257O,2.5
2021-10-18,The Lodge,2019,https://boxd.it/h2c2,4.5
2021-10-19,I'll Always Know What You Did Last Summer,2006,https://boxd.it/257u,2
2021-10-19,Silent Madness,1984,https://boxd.it/WdG,1
2021-10-22,The Midnight Meat Train,2008,https://boxd.it/1WSw,3.5
2021-10-23,Thesis,1996,https://boxd.it/1Z1U,4
2021-10-24,Tucker and Dale vs. Evil,2010,https://boxd.it/Mce,2.5
2021-10-25,Eyes of a Stranger,1981,https://boxd.it/2LW0,2
2021-10-25,Lake Mungo,2008,https://boxd.it/1rWM,4.5
2021-10-25,Hello Mary Lou: Prom Night II,1987,https://boxd.it/12T4,4.5
2021-10-26,Hellbent,2004,https://boxd.it/KBm,3
2021-10-27,Martyrs,2008,https://boxd.it/1Yqu,0.5
2021-10-29,Dune,2021,https://boxd.it/fA7G,3.5
2021-10-29,Boogeyman,2005,https://boxd.it/1ZtY,2
2021-10-29,Gonjiam: Haunted Asylum,2018,https://boxd.it/ioyw,1.5
2021-10-30,Murder by Phone,1982,https://boxd.it/2RJG,3
2021-10-31,The Last House on the Left,2009,https://boxd.it/1H2q,3.5
2021-11-02,Black Christmas,2006,https://boxd.it/1Y7M,3.5
2021-11-02,The Haunting,1999,https://boxd.it/1Tpw,3
2021-11-03,The Haunting,1963,https://boxd.it/1T7M,3.5
2021-11-03,The ABCs of Death,2012,https://boxd.it/35HY,3
2021-11-07,Antlers,2021,https://boxd.it/iI50,3.5
2021-11-16,Tudo Bem,2020,https://boxd.it/s0MY,3.5
2021-11-22,Ice Princess,2005,https://boxd.it/1QjA,5
2021-11-27,Last Night in Soho,2021,https://boxd.it/lbJC,2.5
2021-12-08,Cheaper by the Dozen,2003,https://boxd.it/1USa,3
2021-12-11,Long Shot,2019,https://boxd.it/grG0,2
2021-12-12,Stuck in the Suburbs,2004,https://boxd.it/3QUA,3.5
2021-12-19,Chicken Run,2000,https://boxd.it/20Xg,4
2021-12-21,Shrek,2001,https://boxd.it/29zi,4.5
2021-12-24,Scream 3,2000,https://boxd.it/24Ei,4
2021-12-25,Shrek 2,2004,https://boxd.it/29z8,4.5
2022-01-14,Scream,2022,https://boxd.it/o0lg,5
2022-01-16,Mary and the Witch's Flower,2017,https://boxd.it/ffTY,3
2022-01-17,Looks That Kill,2020,https://boxd.it/mxWA,3
2022-01-23,Spell,2020,https://boxd.it/mZ50,1.5
2022-01-24,Happy as Lazzaro,2018,https://boxd.it/hiVs,1
2022-01-24,Dallas Buyers Club,2013,https://boxd.it/4O8G,0.5
2022-01-26,Cheaper by the Dozen 2,2005,https://boxd.it/1Yac,4
2022-01-28,The Fallout,2021,https://boxd.it/tViI,3.5
2022-01-31,Women on the Verge of a Nervous Breakdown,1988,https://boxd.it/24GI,3
2022-01-31,Twitches,2005,https://boxd.it/1BPw,4
2022-01-31,Ai Que Vida!,2008,https://boxd.it/acA,4
2022-01-31,Mother,2009,https://boxd.it/1m9g,4
2022-02-01,Wendy Wu: Homecoming Warrior,2006,https://boxd.it/d32,2.5
2022-02-01,The Woman in the House Across the Street from the Girl in the Window,2022,https://boxd.it/ywaO,2.5
